Protein,Entry,Gene names  (primary ),UniqID,Intensity,Relative_concentration_ECOR2_Glu,Relative_concentration_ECOR51_Glu,Relative_concentration_NCM_Glu,Relative_concentration_ECOR63_Glu,Relative_concentration_AC_Glu,Relative_concentration_ECOR2_Ace,Relative_concentration_ECOR51_Ace,Relative_concentration_NCM_Ace,Relative_concentration_ECOR63_Ace,Relative_concentration_AC_Ace,Relative_concentration_ECOR2_Glu_log2,Relative_concentration_ECOR51_Glu_log2,Relative_concentration_NCM_Glu_log2,Relative_concentration_ECOR63_Glu_log2,Relative_concentration_AC_Glu_log2,Relative_concentration_ECOR2_Ace_log2,Relative_concentration_ECOR51_Ace_log2,Relative_concentration_NCM_Ace_log2,Relative_concentration_ECOR63_Ace_log2,Relative_concentration_AC_Ace_log2,Intensity_1,Intensity_2,Intensity_3,Intensity_4,Intensity_5,Intensity_6,Intensity_7,Intensity_8,Intensity_9,Intensity_10,massfraction_1,massfraction_2,massfraction_3,massfraction_4,massfraction_5,massfraction_6,massfraction_7,massfraction_8,massfraction_9,massfraction_10
UVRD_ECOLI,P03018,uvrD,29,529866900,0.869811365,1.008612382,0.961281358,1.05758823,1.147833039,0.914744052,0.962378343,0.879598466,1.096183557,1.047955566,-0.201225535,0.012371842,-0.056969338,0.080778026,0.198912806,-0.128559965,-0.055323919,-0.185083007,0.132489399,0.067577548,460884251.7,534430316.3,509351173.4,560380996.8,608198734.1,484692595.2,509932429,466070112.4,580831383.2,555276967.3,8.46E-05,8.82E-05,9.13E-05,0.000100068,0.000106917,8.61E-05,8.43E-05,8.32E-05,9.97E-05,9.54E-05
GUTQ_ECOLI,P17115,gutQ,32,881434400,0.522679782,1.33996439,0.581090874,1.109462866,0.812699427,0.880885716,1.284680163,0.878047331,1.20147699,0.969310039,-0.936000741,0.422194661,-0.783164298,0.149861381,-0.299206218,-0.182973236,0.361409227,-0.187629384,0.26480902,-0.044969902,460707939.7,1181090708,512193485.7,977918735.6,716341231.7,776442972.2,1132361288,773941122.5,1059023150,854383212.2,8.46E-05,0.000194906,9.18E-05,0.000174629,0.000125927,0.000137856,0.000187264,0.000138102,0.00018175,0.000146747
YCAC_ECOLI,P21367,ycaC,30,1857125200,0.247147825,1.293452656,0.097876578,0.910182037,0.675737729,1.208045146,1.603611302,0.533087267,0.769492571,2.007345436,-2.016553884,0.371227248,-3.352892535,-0.135772981,-0.565464686,0.27267437,0.68132449,-0.907556371,-0.378020697,1.005288906,458984454.2,2402103522,181769058.6,1690321998,1254929565,2243491083,2978106960,990009798.1,1429044045,3727891795,8.43E-05,0.000396399,3.26E-05,0.000301844,0.000220607,0.000398329,0.000492503,0.000176658,0.000245253,0.000640293
MOEA_ECOLI,P12281,moeA,31,625521600,0.7327369,0.931215036,0.838151318,0.996479763,0.93753004,1.086772452,0.955480783,0.99515251,1.044520591,1.21276107,-0.448632824,-0.102813742,-0.254717366,-0.005087589,-0.093063177,0.120049901,-0.065701238,-0.007010455,0.062840933,0.278295348,458342758.2,582495119.2,524281753.8,623319615.6,586445290.7,679799643.1,597673868.1,622489390.5,653370191.3,758608244.8,8.42E-05,9.61E-05,9.40E-05,0.000111308,0.000103093,0.000120698,9.88E-05,0.000111077,0.000112132,0.000130296
TESB_ECOLI,P0AGG2,tesB,19,526984900,0.866993177,0.956657607,0.66660709,0.774959578,1.258526802,1.193483625,1.173527589,0.754996284,0.770353662,1.481563587,-0.205907454,-0.063925426,-0.585091434,-0.367807033,0.331735941,0.255178772,0.23085176,-0.405458552,-0.37640717,0.567120546,456892312.9,504144113.6,351291870.4,408391995.9,663224620.9,628947848.8,618431319.3,397871641.1,405964747.3,780761638.6,8.39E-05,8.32E-05,6.30E-05,7.29E-05,0.00011659,0.000111669,0.000102273,7.10E-05,6.97E-05,0.000134101
YDDB_ECOLI,P31827,yddB,19,459756300,0.993152807,2.506802181,0.824544022,0.231609288,0.198041777,0.889655812,2.254932135,1.475471384,0.155855503,0.138535868,-0.009912386,1.325848154,-0.278331574,-2.110234985,-2.336123294,-0.168680798,1.173084015,0.56117594,-2.681719004,-2.851668545,456608259.8,1152518096,379089308.7,106483829.3,91050954.73,409024864.3,1036719255,678357264.1,71655549.2,63692738.12,8.38E-05,0.00019019,6.79E-05,1.90E-05,1.60E-05,7.26E-05,0.000171447,0.000121046,1.23E-05,1.09E-05
PPX_ECOLI,P0AFL6,ppx,23,506022400,0.899565849,1.033926995,0.949091699,1.057331744,1.060820177,0.923468011,1.018426343,0.913615662,1.056494186,0.992737715,-0.152699202,0.048134322,-0.07538061,0.080428102,0.085180121,-0.114866108,0.026341643,-0.130340713,0.079284828,-0.010515492,455200470.1,523190219.6,480261659.6,535033546.6,536798772,467295499.4,515346542.6,462309989.8,534609723.6,502347521.2,8.36E-05,8.63E-05,8.61E-05,9.55E-05,9.44E-05,8.30E-05,8.52E-05,8.25E-05,9.17E-05,8.63E-05
CRA_ECOLI,P0ACP1,cra,28,837402380,0.541951407,1.563296254,0.635680193,1.093412931,0.618662435,0.68617468,1.394633199,0.857975378,1.286751582,0.733385649,-0.883764594,0.644591203,-0.653626959,0.128838342,-0.692775658,-0.543352204,0.479885731,-0.220991848,0.363733556,-0.447356059,453831398,1309108004,532320106.2,915626590.3,518069395.5,574604309.9,1167869160,718470623.8,1077528837,614138888,8.33E-05,0.000216031,9.54E-05,0.000163505,9.11E-05,0.00010202,0.000193136,0.000128204,0.000184926,0.000105483
QUEE_ECOLI,P64554,queE,17,294937800,1.536399471,0.886566625,1.057583834,0.697111097,1.105414649,1.437204762,1.117288379,0.941360349,0.805444175,0.911729197,0.619553372,-0.173699043,0.08077203,-0.5205395,0.144587636,0.52326562,0.160001602,-0.087181009,-0.312143495,-0.133322719,453142279.8,261482009.8,311921449.4,205604413.4,326028564.6,423886010.6,329530576.4,277642750.2,237555933.1,268903403.4,8.32E-05,4.32E-05,5.59E-05,3.67E-05,5.73E-05,7.53E-05,5.45E-05,4.95E-05,4.08E-05,4.62E-05
UNG_ECOLI,P12295,ung,25,501537500,0.902540818,1.137383341,0.867604722,0.98475091,0.928986382,0.918569424,1.128171198,0.838996396,1.212305838,1.01136403,-0.147935915,0.185718579,-0.20489019,-0.02216925,-0.106270646,-0.122539332,0.173986011,-0.253263482,0.277753705,0.016302374,452658065.3,570440397.5,435136303.2,493889509.5,465921507.6,460697012.7,565820162.1,420788154.8,608016839.2,507236987.3,8.31E-05,9.41E-05,7.80E-05,8.82E-05,8.19E-05,8.18E-05,9.36E-05,7.51E-05,0.000104348,8.71E-05
FTSI_ECOLI,P0AD68,ftsI,32,440868030,1.02519886,1.127930503,1.066703307,1.172321596,1.22103139,0.695431166,0.855439813,0.902290652,1.284665082,0.731631897,0.03590378,0.17367818,0.09315896,0.22936839,0.28810029,-0.524020372,-0.225261742,-0.148335856,0.361392292,-0.450810121,451977402,497268498.9,470275385.4,516839112.4,538313703.6,306593367.9,377136065.2,397791102.3,566367764.1,322553113.1,8.30E-05,8.21E-05,8.43E-05,9.23E-05,9.46E-05,5.44E-05,6.24E-05,7.10E-05,9.72E-05,5.54E-05
TSAD_ECOLI,P05852,tsaD,27,430955420,1.04767684,0.994205624,1.113958577,0.891332987,1.098617669,0.969305307,1.059191619,0.948745704,0.993397499,0.96007494,0.06719378,-0.008383831,0.155695587,-0.165963595,0.1356894,-0.044976945,0.082963612,-0.075906647,-0.00955698,-0.058781073,451502012.4,428458302.1,480066486.5,384124782,473455239.1,417727375.5,456464369,408867103.2,428110036.5,413749498.9,8.29E-05,7.07E-05,8.60E-05,6.86E-05,8.32E-05,7.42E-05,7.55E-05,7.30E-05,7.35E-05,7.11E-05
RARA_ECOLI,P0AAZ4,rarA,27,611869800,0.736278178,1.021475663,0.716772539,1.257113612,1.187738748,0.698428176,1.04855753,0.632126255,1.3209418,1.004756318,-0.441677152,0.030654832,-0.48041273,0.33011504,0.24821754,-0.517816333,0.068406019,-0.661715357,0.401566904,0.006845649,450506381.3,625010109.8,438571469.9,769189854.3,726741470.2,427347108.5,641580686.3,386778965.2,808244395.1,614780047.1,8.27E-05,0.00010314,7.86E-05,0.000137356,0.000127756,7.59E-05,0.000106101,6.90E-05,0.000138711,0.000105593
FEPA_ECOLI,P05825,fepA,52,1874814300,0.240243413,0.507962645,1.246457092,1.347168352,1.076690518,0.412550805,0.506000903,1.868907151,1.138206579,0.908830273,-2.057431218,-0.977205689,0.31783322,0.429930152,0.106603624,-1.277356299,-0.982788136,0.902194897,0.186762423,-0.137917203,450411786.6,952335630.5,2336875580,2525690491,2018594780,773456148.9,948657728.5,3503853852,2133925970,1703887993,8.27E-05,0.000157156,0.000418789,0.000451018,0.000354853,0.000137326,0.000156884,0.000625228,0.000366225,0.000292655
RIR4_ECOLI,P37146,nrdF,18,1183328000,0.379013475,0.948580182,0.409651289,1.486391535,0.679875873,0.70710366,0.888192368,1.017589412,1.426286789,1.153186069,-1.399678953,-0.076158368,-1.28753174,0.57181419,-0.556656722,-0.500006369,-0.17105592,0.025155565,0.512264099,0.205625314,448497257.7,1122481489,484751840.8,1758888722,804516157,836735559.3,1051022899,1204142044,1687765093,1364597365,8.23E-05,0.000185234,8.69E-05,0.000314088,0.000141428,0.000148561,0.000173813,0.000214867,0.000289655,0.00023438
ARAC_ECOLI,P0A9E0,araC,4,951836900,0.469053033,1.354844441,0.521963259,1.095247437,0.310863649,1.044864635,1.282184176,0.908165772,1.479899454,0.583022824,-1.092177047,0.438127215,-0.937979835,0.131256839,-1.685646171,0.063316049,0.358603509,-0.138972431,0.565499161,-0.778375732,446461984.6,1289590933,496823890.8,1042496925,295891491.9,994540714.8,1220430211,864425693.4,1408622908,554942637.5,8.20E-05,0.00021281,8.90E-05,0.000186161,5.20E-05,0.000176579,0.000201828,0.000154248,0.000241748,9.53E-05
PAND_ECOLI,P0A790,panD,6,317203600,1.396390543,0.763834948,1.196321476,1.121975244,1.067784573,1.241159305,0.831389839,1.012895902,0.813536794,0.698286646,0.481702492,-0.388667165,0.258605123,0.166040844,0.09462061,0.3116883,-0.26640298,0.018485912,-0.297720499,-0.518108712,442940107.4,242291195.3,379477478.8,355894586.5,338705110.4,393700199.7,263719849.8,321294226.4,258056799.7,221499037.9,8.13E-05,4.00E-05,6.80E-05,6.36E-05,5.95E-05,6.99E-05,4.36E-05,5.73E-05,4.43E-05,3.80E-05
AROH_ECOLI,P00887,aroH,20,634708900,0.695930411,0.719194195,0.985962347,1.250832714,0.940144205,0.865583755,0.904014307,0.931263909,1.285881871,1.054383687,-0.522985043,-0.475546719,-0.020395543,0.322888857,-0.089046032,-0.208254672,-0.145582489,-0.102738026,0.362758114,0.076399955,441713225.7,456478956.3,625799076.4,793914656.2,596717894,549393712.7,573785926.5,591081491.5,816160668,669226710.1,8.11E-05,7.53E-05,0.000112149,0.000141771,0.000104898,9.75E-05,9.49E-05,0.000105473,0.00014007,0.000114945
YGHF_ECOLI,Q46834,yghF,3,546315000,0.807560824,1.249642352,0.866065212,0.798550368,0.997662412,1.367243329,1.182059339,0.689500676,0.819703927,1.247107574,-0.30835717,0.321515255,-0.207452436,-0.324544688,-0.003376374,0.451270023,0.24130246,-0.536376129,-0.286825186,0.318585916,441182591.4,682698361.8,473144416.2,436260044.2,545037940.7,746945539.4,645776747.7,376684561.7,447816550.6,681313574.4,8.10E-05,0.00011266,8.48E-05,7.79E-05,9.58E-05,0.000132619,0.000106795,6.72E-05,7.69E-05,0.000117021
SIXA_ECOLI,P76502,sixA,6,335968000,1.305879987,1.348841951,0.775321087,0.537026759,1.240746076,1.180266326,1.402933984,1.133510999,0.647912533,0.869662056,0.385022316,0.431721312,-0.367134192,-0.896934118,0.311207892,0.23911244,0.488447123,0.18079839,-0.62612903,-0.201473206,438733887.4,453167732.4,260483074.9,180423806.2,416850977.8,396531717.2,471340924.7,380823423.3,217677877.9,292178621.5,8.06E-05,7.48E-05,4.67E-05,3.22E-05,7.33E-05,7.04E-05,7.79E-05,6.80E-05,3.74E-05,5.02E-05
ACEA_ECOLI,P0A9G6,aceA,57,9512511700,0.046029292,0.230330356,0.038561919,1.101471336,0.128175201,1.804328673,1.01713528,1.486507568,1.191422845,1.479223715,-4.441303924,-2.118223531,-4.696679344,0.139431951,-2.963810933,0.851462161,0.024511572,0.571926808,0.252685528,0.564840259,437854183,2191020211,366820705.1,10477758967,1219268101,17163697616,9675511251,14140420635,11333423757,14071132895,8.04E-05,0.000361566,6.57E-05,0.001871036,0.000214338,0.003047392,0.001600084,0.00252322,0.001945047,0.002416819
LPTG_ECOLI,P0ADC6,lptG,14,453327500,0.965781395,1.163867074,0.762457657,0.907043352,1.229509722,1.006456367,1.174263746,0.77987925,0.82260392,1.244232256,-0.050231424,0.218926296,-0.391270876,-0.140756589,0.298083142,0.009284628,0.231756482,-0.358677329,-0.281730149,0.315255812,437815265.2,527612950.8,345643023.3,411187695.3,557370568.4,456254348.7,532326048.5,353540710.5,372908978.3,564044697.8,8.04E-05,8.71E-05,6.19E-05,7.34E-05,9.80E-05,8.10E-05,8.80E-05,6.31E-05,6.40E-05,9.69E-05
HXPA_ECOLI,P77625,hxpA,18,441692200,0.990242613,1.664509415,0.720420451,0.458494663,0.993104796,1.07793105,1.461165454,1.006124807,0.640762624,1.224052945,-0.014146061,0.735097031,-0.473088958,-1.125023153,-0.009982131,0.108264899,0.54711955,0.008809279,-0.642138097,0.291665961,437382438.1,735200825.5,318204094.1,202513516.5,438646642.1,476113736.8,645385383.8,444397479.6,283019853.2,540654638,8.03E-05,0.000121324,5.70E-05,3.62E-05,7.71E-05,8.45E-05,0.00010673,7.93E-05,4.86E-05,9.29E-05
DCOR_ECOLI,P21169,speC,11,258881700,1.687457217,0.634597447,1.419113677,0.861162683,1.643588066,1.121280844,0.598221572,1.036366955,0.807863783,0.884892305,0.754850926,-0.656086377,0.50499016,-0.21564229,0.71684876,0.165147671,-0.741248158,0.051534921,-0.30781604,-0.17642621,436851793.1,164285666,367382561.1,222939259.4,425494872.5,290279091.1,154868617.7,268296439.2,209141149.4,229082424.3,8.02E-05,2.71E-05,6.58E-05,3.98E-05,7.48E-05,5.15E-05,2.56E-05,4.79E-05,3.59E-05,3.93E-05
MAK_ECOLI,P23917,mak,27,838703500,0.520256488,1.925809015,0.462238231,0.722021156,0.856809385,0.793166989,1.854945442,0.726909027,0.800070362,1.16197623,-0.942705042,0.945464637,-1.113291508,-0.469886984,-0.222953812,-0.334303459,0.891376754,-0.460153273,-0.321801212,0.216580556,436340937.7,1615182762,387680822,605561670.7,718609030,665231930.2,1555749234,609661145.5,671021812.9,974553530.7,8.01E-05,0.00026654,6.95E-05,0.000108136,0.000126326,0.000118111,0.000257281,0.000108788,0.000115161,0.000167387
YCIE_ECOLI,P21363,yciE,13,308352400,1.413590027,0.941735808,0.377730713,0.13842762,0.06847142,4.234545795,0.896736598,1.367210895,0.087564848,0.118961125,0.499363766,-0.086605708,-1.40457,-2.852796266,-3.868354265,2.082207232,-0.157243815,0.451235799,-3.513504351,-3.071437899,435883877.3,290386496.6,116474172,42684488.88,21113326.58,1305732359,276510882.3,421582760.9,27000831.19,36681948.4,8.00E-05,4.79E-05,2.09E-05,7.62E-06,3.71E-06,0.000231831,4.57E-05,7.52E-05,4.63E-06,6.30E-06
GLPX_ECOLI,P0A9C9,glpX,16,429247800,1.014967694,1.150719838,0.947713555,0.760828475,1.087503176,1.048213537,1.233766603,0.832924424,0.914143881,1.080309431,0.021433808,0.202536629,-0.077477022,-0.394356853,0.121019615,0.067932645,0.303069499,-0.263742498,-0.12950684,0.1114446,435672649.8,493943959.1,406803958.5,326583949,466808345.9,449943354.6,529591600,357530976.4,392394249.9,463720446.7,8.00E-05,8.15E-05,7.29E-05,5.83E-05,8.21E-05,7.99E-05,8.76E-05,6.38E-05,6.73E-05,7.96E-05
RIMP_ECOLI,P0A8A8,rimP,10,318258000,1.363723691,0.960883964,1.013486098,1.136925591,1.065151435,0.965380422,0.988845206,0.843566083,0.999732786,0.836276442,0.447551364,-0.057565872,0.019326299,0.185137837,0.091058556,-0.050830526,-0.016183396,-0.245427004,-0.000385559,-0.257948173,434015974.3,305809008.8,322550058.5,361835664.9,338992965.4,307240042.2,314707897.5,268471654.5,318172957.1,266151667.8,7.97E-05,5.05E-05,5.78E-05,6.46E-05,5.96E-05,5.46E-05,5.20E-05,4.79E-05,5.46E-05,4.57E-05
DPO3B_ECOLI,P0A988,dnaN,23,518024600,0.836560942,0.898758137,0.847963959,1.087916136,1.034945289,0.973135718,0.95936491,0.942005754,1.084479023,1.12692427,-0.257457453,-0.153995167,-0.237925148,0.121567347,0.049554504,-0.039287071,-0.059848423,-0.086192222,0.117002147,0.172390568,433359147.3,465578824.5,439266190.6,563567320.9,536127119.4,504108241.2,496974623.8,487982154.1,561786812.1,583774494,7.96E-05,7.68E-05,7.87E-05,0.000100637,9.42E-05,8.95E-05,8.22E-05,8.71E-05,9.64E-05,0.000100268
CMOA_ECOLI,P76290,cmoA,17,379186480,1.138365462,1.030543371,1.041875998,0.741131532,1.117552684,1.198438607,1.156802515,0.840821664,0.791611068,1.163848051,0.186963796,0.043405223,0.059183581,-0.432198488,0.160342845,0.261156005,0.210142594,-0.250128254,-0.337136312,0.218902716,431652792.4,390768113.3,395065292.1,281027056.8,423760868.5,454431716.8,438643873.6,318828206.9,300168214.3,441315445.7,7.93E-05,6.45E-05,7.08E-05,5.02E-05,7.45E-05,8.07E-05,7.25E-05,5.69E-05,5.15E-05,7.58E-05
CBPA_ECOLI,P36659,cbpA,35,803209300,0.53725957,0.867873474,0.322910345,0.481015339,0.914239327,1.569991367,1.583092569,0.640123516,0.487900501,2.624981716,-0.896308819,-0.204443365,-1.630794435,-1.055845195,-0.129356216,0.650756626,0.662745617,-0.643577785,-1.035341129,1.392307374,431531882.9,697084045.7,259364591.9,386355993.5,734325529.8,1261031666,1271554674,514153161.2,391886220.1,2108409727,7.92E-05,0.000115034,4.65E-05,6.90E-05,0.000129089,0.000223894,0.000210283,9.17E-05,6.73E-05,0.000362135
YEEJ_ECOLI,P76347,yeeJ,4,109040800,3.953744859,1.035697337,1.567064207,0.38700116,1.818845845,0.273333486,0.675757669,1.256801929,0.615870729,0.652953469,1.983219775,0.050602464,0.648064292,-1.369590203,0.863023274,-1.871265881,-0.565422115,0.3297573,-0.699300533,-0.61494791,431119502.4,112933266.2,170873934.8,42198916.11,198328406,29804501.96,73685156.85,137042687.7,67155037,71198568.57,7.92E-05,1.86E-05,3.06E-05,7.54E-06,3.49E-05,5.29E-06,1.22E-05,2.45E-05,1.15E-05,1.22E-05
YCAR_ECOLI,P0AAZ7,ycaR,15,297753600,1.447850678,1.000786339,0.824279905,0.860951673,1.036258339,1.430579344,1.316752795,1.055286758,0.639274732,0.855956397,0.53391282,0.001134002,-0.278793771,-0.215995836,0.051383712,0.516599516,0.396984522,0.077635082,-0.645492024,-0.224390789,431102751.6,297987735.3,245432309.2,256351460.1,308549651,425960149.7,392067885.1,314215431.2,190346352.9,254864098.6,7.92E-05,4.92E-05,4.40E-05,4.58E-05,5.42E-05,7.56E-05,6.48E-05,5.61E-05,3.27E-05,4.38E-05
RSD_ECOLI,P0AFX4,rsd,11,753006300,0.571775985,1.605354578,0.674009882,1.105118592,0.753428983,0.756834785,1.138691727,0.872671257,1.35343974,0.622418721,-0.806478067,0.682891984,-0.56915835,0.144201195,-0.408456563,-0.401949697,0.187377225,-0.196489814,0.436630655,-0.684042641,430550919.2,1208842111,507533687.7,832161261.7,567336770.9,569901361.2,857442044.1,657126954.6,1019148651,468685218,7.91E-05,0.000199485,9.10E-05,0.000148601,9.97E-05,0.000101185,0.000141799,0.000117258,0.000174907,8.05E-05
SUFD_ECOLI,P77689,sufD,18,437574700,0.974383894,1.017134167,0.740537541,0.989029003,1.20545137,0.981285497,1.022400697,0.883153112,0.965938604,1.13073987,-0.037437809,0.024509994,-0.433355221,-0.015915266,0.269573452,-0.027255157,0.031960725,-0.179264516,-0.049996602,0.177267071,426365740,445072178.1,324040492.3,432774069.5,527475021.7,429385706.9,447376678.4,386445458,422670294.8,494783159.3,7.83E-05,7.34E-05,5.81E-05,7.73E-05,9.27E-05,7.62E-05,7.40E-05,6.90E-05,7.25E-05,8.50E-05
CYSC_ECOLI,P0A6J1,cysC,9,357529600,1.190795243,0.953887271,1.237204627,0.7704263,0.988377556,1.15093503,1.018332566,0.901538743,0.865970875,0.901065792,0.251925363,-0.068109315,0.307084134,-0.376271142,-0.016865844,0.202806396,0.026208793,-0.149538602,-0.207609591,-0.150295645,425744546.8,341042934.3,442337275.4,275450206.8,353374232.4,411493340.8,364084035.1,322326786.3,309610220.5,322157692.4,7.82E-05,5.63E-05,7.93E-05,4.92E-05,6.21E-05,7.31E-05,6.02E-05,5.75E-05,5.31E-05,5.53E-05
CORA_ECOLI,P0ABI4,corA,12,650695000,0.654278515,1.012641394,0.729905903,1.064424174,1.087718406,1.083048988,1.017660586,0.957986796,0.922206178,1.187905487,-0.612023199,0.018123364,-0.454217607,0.09007318,0.121305113,0.1150985,0.025256469,-0.061922324,-0.116838764,0.248420056,425735758.2,658920692,474946121.3,692615487.7,707772928.4,704734561.5,662186655,623357218.2,600074949.1,772964161.1,7.82E-05,0.000108736,8.51E-05,0.000123682,0.000124421,0.000125125,0.000109509,0.000111232,0.000102985,0.000132762
YEAY_ECOLI,P0AA91,yeaY,31,1087797900,0.389874441,1.534126351,0.412931395,0.867193994,0.57454276,0.948508232,2.027095103,0.816647074,0.902393802,1.007949253,-1.358918514,0.617417308,-1.276025984,-0.20557333,-0.799513825,-0.0762678,1.019413776,-0.292215363,-0.148170936,0.011423006,424104598.6,1668819423,449185904.6,943331805.7,624986408.3,1031785263,2205069796,888346972.4,981622083,1096445081,7.79E-05,0.000275391,8.05E-05,0.000168453,0.000109868,0.000183192,0.000364663,0.000158517,0.000168466,0.000188322
PTM3C_ECOLI,P00550,mtlA,31,1056795600,0.401262277,1.440591105,0.380522861,0.840573407,0.658158465,0.994429678,1.505807231,1.161139842,0.872203384,1.249986247,-1.317382563,0.526660901,-1.393944965,-0.25055428,-0.60349311,-0.008058741,0.590537093,0.215541734,-0.197263507,0.321912222,424052208.4,1522410341,402134885,888314277.6,695538970.4,1050908909,1591330456,1227087476,921740698.3,1320979966,7.79E-05,0.000251231,7.21E-05,0.000158628,0.00012227,0.000186587,0.000263166,0.000218962,0.00015819,0.000226888
NUOJ_ECOLI,P0AFE0,nuoJ,7,725286000,0.582527914,1.56144526,0.708533131,1.023604415,0.768017173,0.964418617,1.144685652,1.089853691,0.949592981,0.815852295,-0.77960091,0.642881993,-0.49709278,0.033658276,-0.380789526,-0.052268594,0.194951466,0.124134471,-0.074618824,-0.293620111,422499340.9,1132494387,513889160.3,742405952,557032103,699479321.1,830224477.4,790455624.2,688726494.7,591726247.4,7.76E-05,0.000186886,9.21E-05,0.000132573,9.79E-05,0.000124192,0.000137298,0.000141049,0.0001182,0.000101633
YHFK_ECOLI,P45537,yhfK,8,551031200,0.762678638,0.882800385,0.779980749,1.198085531,0.933794842,0.86934192,0.895131841,0.946442393,1.189806455,0.864735576,-0.390852803,-0.179840837,-0.358489578,0.260730905,-0.098822475,-0.202004382,-0.159827907,-0.079413398,0.25072691,-0.20966905,420259725,486450555.3,429793728.3,660182507.7,514550092.5,479034521.2,493245572.5,521519287.7,655620478.7,476496282.2,7.72E-05,8.03E-05,7.70E-05,0.00011789,9.05E-05,8.51E-05,8.16E-05,9.31E-05,0.000112518,8.18E-05
YBAK_ECOLI,P0AAR3,ybaK,18,418205700,1.000344758,1.073363697,1.09339883,0.984142593,1.065253499,0.896089498,1.057601354,0.972409987,1.008505689,0.805127044,0.000497295,0.102139,0.128819737,-0.023060731,0.091196791,-0.158285264,0.080795929,-0.040363384,0.012219223,-0.312711645,418349879.8,448886816.4,457265623,411574042.1,445495085.3,374749735.8,442294914.7,406667399.5,421762827.8,336708719.2,7.68E-05,7.41E-05,8.19E-05,7.35E-05,7.83E-05,6.65E-05,7.31E-05,7.26E-05,7.24E-05,5.78E-05
PQIB_ECOLI,P43671,pqiB,28,529416700,0.788366804,0.974683479,0.867037312,0.881561371,1.113304829,1.039681398,1.233251809,0.976596134,0.84886887,1.287280814,-0.343061064,-0.036994304,-0.205834015,-0.181867088,0.154848664,0.056141494,0.302467404,-0.034166028,-0.236386385,0.364326805,417374552,516013711,459024032.5,466713311.6,589402168.4,550424694.7,652904103.1,517026302.5,449405356.2,681507960.5,7.66E-05,8.52E-05,8.23E-05,8.33E-05,0.000103612,9.77E-05,0.000107974,9.23E-05,7.71E-05,0.000117054
PTW3C_ECOLI,P09323,nagE,25,904162700,0.461572719,1.958890161,0.420993677,1.104387368,0.504190545,0.79030247,1.440485896,0.889201146,1.132442909,0.685134064,-1.115370137,0.970036505,-1.24812953,0.143246292,-0.98795903,-0.339523177,0.526555535,-0.169418287,0.17943832,-0.545541778,417336836.2,1771155417,380646779.5,998545864.9,455870284.8,714562015.3,1302433617,803982509,1023912638,619472665.4,7.66E-05,0.000292279,6.82E-05,0.000178312,8.01E-05,0.00012687,0.00021539,0.000143463,0.000175724,0.000106399
FKBX_ECOLI,P0AEM0,fkpB,15,438338900,0.943190534,1.281784685,0.99027906,0.677179156,0.889039864,0.875774533,1.287259424,1.106136215,1.125190952,0.898417197,-0.084378855,0.358153937,-0.014092962,-0.562390528,-0.169679984,-0.191368597,0.364302832,0.145529056,0.170169856,-0.154542551,413437101.2,561856088.8,434077833.9,296833966.4,389700756.2,383886045.5,564255879.9,484862531.5,493214964,393811205.9,7.59E-05,9.27E-05,7.78E-05,5.30E-05,6.85E-05,6.82E-05,9.33E-05,8.65E-05,8.46E-05,6.76E-05
MOAE_ECOLI,P30749,moaE,11,329509550,1.253854358,1.017770952,1.109555795,0.702083252,0.923082665,1.348118648,0.85678534,1.121868835,0.686800075,1.104375067,0.326369781,0.025412922,0.149982217,-0.510285982,-0.115468243,0.430947474,-0.222994299,0.16590401,-0.542037897,0.143230223,413156985.4,335365248.6,365609230.7,231343136.4,304164553.7,444217969.1,282318951.9,369666494.9,226307183.8,363902131.5,7.59E-05,5.53E-05,6.55E-05,4.13E-05,5.35E-05,7.89E-05,4.67E-05,6.60E-05,3.88E-05,6.25E-05
YQJE_ECOLI,P64585,yqjE,11,492469195,0.838889397,1.17925965,0.293656867,0.413844988,1.598748046,1.075285591,1.477922813,0.448034667,0.365219659,2.727744263,-0.253447483,0.237881407,-1.76779672,-1.272837608,0.676942596,0.104719884,0.563570924,-1.158317728,-1.453163671,1.447708392,413127186,580749050.6,144616960.9,203805908.3,787334163.1,529545029.5,727831457.8,220643271.9,179859431.4,1343330021,7.59E-05,9.58E-05,2.59E-05,3.64E-05,0.000138407,9.40E-05,0.000120365,3.94E-05,3.09E-05,0.000230727
GLSA1_ECOLI,P77454,glsA1,13,293309500,1.40481058,0.410852145,0.117151023,0.111387168,1.325266114,1.894210066,1.948135035,0.333441121,0.117107345,2.943053338,0.490375616,-1.283308797,-3.093558537,-3.16634505,0.406282082,0.921596333,0.962093681,-1.584496061,-3.094096532,1.557313689,412044288.9,120506837.2,34361508.11,32670914.63,388713141.2,555589807.3,571406513,97801448.53,34348696.77,863225503.1,7.57E-05,1.99E-05,6.16E-06,5.83E-06,6.83E-05,9.86E-05,9.45E-05,1.75E-05,5.89E-06,0.000148265
