gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac
gltx,b2400,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,glutamate&mdash;tRNA ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0009820310347837017
yfeh,b2410,M9_glucose,poorly characterized,general function prediction only,R,putative solute:Na+ symporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
liga,b2411,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00013256006826859368
zipa,b2412,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,cell division protein ZipA,0.6931471805599453,Soufi et al. 2015,BW25113,0.00030182634845144814
cysk,b2414,M9_glucose,metabolism,amino acid transport and metabolism,E,O-acetylserine sulfhydrylase A,0.6931471805599453,Soufi et al. 2015,BW25113,0.008599164615977357
ptsh,b2415,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"HPr - phosphorylated // ""phosphocarrier protein HPr""",0.6931471805599453,Soufi et al. 2015,BW25113,0.0018350910956300968
ptsi,b2416,M9_glucose,metabolism,carbohydrate transport and metabolism,G,PTS enzyme I,0.6931471805599453,Soufi et al. 2015,BW25113,0.0028891285042945644
crr,b2417,M9_glucose,metabolism,carbohydrate transport and metabolism,G,Enzyme IIAGlc,0.6931471805599453,Soufi et al. 2015,BW25113,0.0039439088570966604
pdxk,b2418,M9_glucose,metabolism,coenzyme transport and metabolism,H,pyridoxal kinase I,0.6931471805599453,Soufi et al. 2015,BW25113,0.00018180488864936713
cysm,b2421,M9_glucose,metabolism,amino acid transport and metabolism,E,cysteine synthase B,0.6931471805599453,Soufi et al. 2015,BW25113,0.000227138439887454
cysa,b2422,M9_glucose,metabolism,inorganic ion transport and metabolism,P,sulfate/thiosulfate ABC transporter ATP binding subunit,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004060851192910876
cysw,b2423,M9_glucose,metabolism,inorganic ion transport and metabolism,P,sulfate/thiosulfate ABC transporter inner membrane subunit CysW,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
cysp,b2425,M9_glucose,metabolism,inorganic ion transport and metabolism,P,thiosulfate/sulfate ABC transporter periplasmic binding protein CysP,0.6931471805599453,Soufi et al. 2015,BW25113,0.00042101302378687024
murr,b2427,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator MurR,0.6931471805599453,Soufi et al. 2015,BW25113,2.42211920223368e-06
yfex,b2431,M9_glucose,metabolism,inorganic ion transport and metabolism,P,porphyrinogen peroxidase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011245211310964155
yfey,b2432,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF1131 domain-containing lipoprotein YfeY,0.6931471805599453,Soufi et al. 2015,BW25113,3.964484436692663e-05
ypea,b2434,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative acetyltransferase YpeA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
hemf,b2436,M9_glucose,metabolism,coenzyme transport and metabolism,H,coproporphyrinogen III oxidase,0.6931471805599453,Soufi et al. 2015,BW25113,1.5980894378124125e-05
eutl,b2439,M9_glucose,metabolism,amino acid transport and metabolism,E,"putative structural protein, ethanolamine utilization microcompartment",0.6931471805599453,Soufi et al. 2015,BW25113,0.0
eutc,b2440,M9_glucose,metabolism,amino acid transport and metabolism,E,ethanolamine ammonia-lyase subunit &beta;,0.6931471805599453,Soufi et al. 2015,BW25113,5.717999241820279e-06
eutb,b2441,M9_glucose,metabolism,amino acid transport and metabolism,E,ethanolamine ammonia-lyase subunit &alpha;,0.6931471805599453,Soufi et al. 2015,BW25113,5.2907672351175786e-05
eutm,b2457,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative ethanolamine catabolic microcompartment shell protein EutM,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
maeb,b2463,M9_glucose,metabolism,energy production and conversion,C,NADP+-dependent malate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007354411894241921
tala,b2464,M9_glucose,metabolism,carbohydrate transport and metabolism,G,transaldolase A,0.6931471805599453,Soufi et al. 2015,BW25113,0.001309700511778446
tktb,b2465,M9_glucose,metabolism,carbohydrate transport and metabolism,G,transketolase 2,0.6931471805599453,Soufi et al. 2015,BW25113,0.00156414738285345
ypfg,b2466,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF1176 domain-containing protein YpfG,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
nudk,b2467,M9_glucose,cellular processes and signaling,defense mechanisms,V,GDP-mannose hydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,3.4470027413913276e-05
narq,b2469,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"sensory histidine kinase NarQ  - phosphorylated // ""sensory histidine kinase NarQ""",0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yffb,b2471,M9_glucose,metabolism,inorganic ion transport and metabolism,P,putative reductase YffB,0.6931471805599453,Soufi et al. 2015,BW25113,8.616123852202401e-06
dape,b2472,M9_glucose,metabolism,amino acid transport and metabolism,E,succinyl-diaminopimelate desuccinylase,0.6931471805599453,Soufi et al. 2015,BW25113,5.753962578993099e-05
ypfh,b2473,M9_glucose,poorly characterized,general function prediction only,R,esterase YpfH,0.6931471805599453,Soufi et al. 2015,BW25113,6.936680965635725e-06
tmca,b2474,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,tRNAMet cytidine acetyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
ypfj,b2475,M9_glucose,poorly characterized,general function prediction only,R,uncharacterized protein YpfJ,0.6931471805599453,Soufi et al. 2015,BW25113,4.974807356651852e-05
purc,b2476,M9_glucose,metabolism,nucleotide transport and metabolism,F,phosphoribosylaminoimidazole-succinocarboxamide synthase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0013538015542100173
bamc,b2477,M9_glucose,poorly characterized,function unknown,S,outer membrane protein assembly factor BamC,0.6931471805599453,Soufi et al. 2015,BW25113,0.00037981114275027056
dapa,b2478,M9_glucose,metabolism,amino acid transport and metabolism,E,4-hydroxy-tetrahydrodipicolinate synthase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0014771852719949886
gcvr,b2479,M9_glucose,metabolism,amino acid transport and metabolism,E,putative transcriptional regulator GcvR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
bcp,b2480,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,EG10108-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007123845080794301
yfgo,b2493,M9_glucose,poorly characterized,general function prediction only,R,putative transporter YfgO,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
bepa,b2494,M9_glucose,poorly characterized,general function prediction only,R,&beta;-barrel assembly-enhancing protease,0.6931471805599453,Soufi et al. 2015,BW25113,4.785645719972271e-05
yfgd,b2495,M9_glucose,metabolism,inorganic ion transport and metabolism,P,putative oxidoreductase YfgD,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010654222994908706
hda,b2496,M9_glucose,Not Assigned,Not Assigned,Not Assigned,inibitor of reinitiation of DNA replication,0.6931471805599453,Soufi et al. 2015,BW25113,2.0466913169483725e-06
uraa,b2497,M9_glucose,metabolism,nucleotide transport and metabolism,F,uracil:H+ symporter UraA,0.6931471805599453,Soufi et al. 2015,BW25113,4.443326874605322e-05
upp,b2498,M9_glucose,metabolism,nucleotide transport and metabolism,F,uracil phosphoribosyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0009984711344883817
purm,b2499,M9_glucose,metabolism,nucleotide transport and metabolism,F,phosphoribosylformylglycinamide cyclo-ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0012201999946625719
purn,b2500,M9_glucose,metabolism,nucleotide transport and metabolism,F,phosphoribosylglycinamide formyltransferase 1,0.6931471805599453,Soufi et al. 2015,BW25113,3.118983920719341e-05
ppk,b2501,M9_glucose,metabolism,inorganic ion transport and metabolism,P,polyphosphate kinase,0.6931471805599453,Soufi et al. 2015,BW25113,5.981948518353721e-05
ppx,b2502,M9_glucose,metabolism,inorganic ion transport and metabolism,P,exopolyphosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,4.2691128583872325e-05
yfgg,b2504,M9_glucose,Not Assigned,Not Assigned,Not Assigned,nickel/cobalt stress response protein YfgG,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
guaa,b2507,M9_glucose,metabolism,nucleotide transport and metabolism,F,GMP synthetase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0013960686437263993
guab,b2508,M9_glucose,metabolism,nucleotide transport and metabolism,F,inosine 5'-monophosphate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0016254742257512985
xsea,b2509,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,exodeoxyribonuclease VII subunit XseA,0.6931471805599453,Soufi et al. 2015,BW25113,3.2641400137344e-05
der,b2511,M9_glucose,poorly characterized,general function prediction only,R,50S ribosomal subunit stability factor,0.6931471805599453,Soufi et al. 2015,BW25113,0.00015674411344006992
bamb,b2512,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,outer membrane protein assembly factor BamB,0.6931471805599453,Soufi et al. 2015,BW25113,0.00040515295724655496
yfgm,b2513,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,ancillary SecYEG translocon subunit,0.6931471805599453,Soufi et al. 2015,BW25113,8.559387774089726e-05
hiss,b2514,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,histidine&mdash;tRNA ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006809313902491395
rodz,b2516,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,transmembrane component of cytoskeleton,0.6931471805599453,Soufi et al. 2015,BW25113,0.00020724047850742463
rlmn,b2517,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,23S rRNA m2A2503 methyltransferase/tRNA m2A37 methyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,4.190639581384728e-05
ndk,b2518,M9_glucose,metabolism,nucleotide transport and metabolism,F,nucleoside diphosphate kinase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0020870825055250386
yfhm,b2520,M9_glucose,poorly characterized,general function prediction only,R,&alpha;2-macroglobulin,0.6931471805599453,Soufi et al. 2015,BW25113,0.00013833684876366604
ssea,b2521,M9_glucose,metabolism,inorganic ion transport and metabolism,P,3-mercaptopyruvate sulfurtransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
sseb,b2522,M9_glucose,Not Assigned,Not Assigned,Not Assigned,protein SseB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
pepb,b2523,M9_glucose,metabolism,amino acid transport and metabolism,E,aminopeptidase B,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006126448409799376
iscx,b2524,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,accessory iron-sulfur cluster assembly protein IscX,0.6931471805599453,Soufi et al. 2015,BW25113,5.615920244685319e-06
hsca,b2526,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,iron-sulfur cluster biosynthesis chaperone HscA,0.6931471805599453,Soufi et al. 2015,BW25113,6.56231306621402e-05
hscb,b2527,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,[Fe-S] cluster biosynthesis co-chaperone HscB,0.6931471805599453,Soufi et al. 2015,BW25113,3.4567020418966705e-05
isca,b2528,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,iron-sulfur cluster insertion protein IscA,0.6931471805599453,Soufi et al. 2015,BW25113,1.7171757459349897e-05
iscu,b2529,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,scaffold protein for iron-sulfur cluster assembly,0.6931471805599453,Soufi et al. 2015,BW25113,0.00018478304661716049
iscs,b2530,M9_glucose,metabolism,amino acid transport and metabolism,E,cysteine desulfurase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0014420209059562675
iscr,b2531,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator IscR,0.6931471805599453,Soufi et al. 2015,BW25113,8.124109565557023e-05
trmj,b2532,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,tRNA Cm32/Um32 methyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,9.468093790613661e-05
suhb,b2533,M9_glucose,metabolism,carbohydrate transport and metabolism,G,inositol-phosphate phosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00012591618046414643
hcad,b2542,M9_glucose,metabolism,lipid transport and metabolism,I,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
glya,b2551,M9_glucose,metabolism,amino acid transport and metabolism,E,serine hydroxymethyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.005426721595182987
hmp,b2552,M9_glucose,metabolism,energy production and conversion,C,nitric oxide dioxygenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001091844847600529
glnb,b2553,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"uridylyl-[protein PII] // ""nitrogen regulatory protein PII-1""",0.6931471805599453,Soufi et al. 2015,BW25113,3.7311690212546896e-05
glrr,b2554,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"Pasp56 DNA-binding transcriptional activator GlrR // ""DNA-binding transcriptional activator GlrR""",0.6931471805599453,Soufi et al. 2015,BW25113,1.607849580790311e-05
qseg,b2555,M9_glucose,Not Assigned,Not Assigned,Not Assigned,outer membrane lipoprotein QseG,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
glrk,b2556,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"sensory histidine kinase GlrK - phosphorylated // ""sensory histidine kinase GlrK""",0.6931471805599453,Soufi et al. 2015,BW25113,4.113964408883407e-06
purl,b2557,M9_glucose,metabolism,nucleotide transport and metabolism,F,FGAMSYN-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0038200178358405463
mltf,b2558,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,membrane-bound lytic murein transglycosylase F,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yfhh,b2561,M9_glucose,information storage and processing,transcription,K,putative DNA-binding transcriptional regulator YfhH,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
pdxj,b2564,M9_glucose,metabolism,coenzyme transport and metabolism,H,pyridoxine 5'-phosphate synthase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00018971501023067736
era,b2566,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,30S ribosomal subunit maturation GTPase Era,0.6931471805599453,Soufi et al. 2015,BW25113,7.229361849976092e-05
rnc,b2567,M9_glucose,information storage and processing,transcription,K,RNase III,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001068637974785979
lepb,b2568,M9_glucose,Not Assigned,Not Assigned,Not Assigned,signal peptidase I,0.6931471805599453,Soufi et al. 2015,BW25113,3.046273067216551e-05
lepa,b2569,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,30S ribosomal subunit biogenesis factor LepA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007120560878049777
rsec,b2570,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,protein RseC,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
rseb,b2571,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,anti-sigma factor stabilizing protein RseB,0.6931471805599453,Soufi et al. 2015,BW25113,9.433332222598886e-05
rpoe,b2573,M9_glucose,information storage and processing,transcription,K,RNA polymerase sigma E factor,0.6931471805599453,Soufi et al. 2015,BW25113,2.3364501829577335e-05
nadb,b2574,M9_glucose,metabolism,coenzyme transport and metabolism,H,L-aspartate oxidase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00016916538468322588
yfic,b2575,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,tRNA m6A37 methyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,9.987537541444678e-06
srmb,b2576,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,ATP-dependent RNA helicase SrmB,0.6931471805599453,Soufi et al. 2015,BW25113,0.00021562333997751033
grca,b2579,M9_glucose,metabolism,coenzyme transport and metabolism,H,stress-induced alternate pyruvate formate-lyase subunit,0.6931471805599453,Soufi et al. 2015,BW25113,9.49926825063716e-05
ung,b2580,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,uracil-DNA glycosylase,0.6931471805599453,Soufi et al. 2015,BW25113,3.428978280260054e-05
yfif,b2581,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,putative methyltransferase YfiF,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010040551033800902
trxc,b2582,M9_glucose,Not Assigned,Not Assigned,Not Assigned,"oxidized thioredoxin 2 // ""reduced thioredoxin 2""",0.6931471805599453,Soufi et al. 2015,BW25113,4.462939979662618e-06
pssa,b2585,M9_glucose,metabolism,lipid transport and metabolism,I,phosphatidylserine synthase,0.6931471805599453,Soufi et al. 2015,BW25113,9.13305385159158e-05
kgtp,b2587,M9_glucose,metabolism,carbohydrate transport and metabolism,G,&alpha;-ketoglutarate:H+ symporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
clpb,b2592,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,"ClpB80 // ""chaperone protein ClpB""",0.6931471805599453,Soufi et al. 2015,BW25113,0.0013506234545695433
pgef,b2593,M9_glucose,metabolism,inorganic ion transport and metabolism,P,polyphenol oxidase YfiH,0.6931471805599453,Soufi et al. 2015,BW25113,1.4598385994814648e-05
rlud,b2594,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,23S rRNA pseudouridine1911/1915/1917 synthase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00014167381553224364
bamd,b2595,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,outer membrane protein assembly factor BamD,0.6931471805599453,Soufi et al. 2015,BW25113,0.00015478709089254488
raia,b2597,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,stationary phase translation inhibitor and ribosome stability factor,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001396848374340624
phea,b2599,M9_glucose,metabolism,amino acid transport and metabolism,E,fused chorismate mutase/prephenate dehydratase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0010080176777569868
tyra,b2600,M9_glucose,metabolism,amino acid transport and metabolism,E,fused chorismate mutase/prephenate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0023028615582533314
yfil,b2602,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF2799 domain-containing lipoprotein YfiL,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
dgcn,b2604,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,diguanylate cyclase DgcN,0.6931471805599453,Soufi et al. 2015,BW25113,2.0967831140710846e-06
yfib,b2605,M9_glucose,Not Assigned,Not Assigned,Not Assigned,lipoprotein YfiB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
rpls,b2606,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L19,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006788815392106771
trmd,b2607,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,tRNA m1G37 methyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,1.0928028758108238e-05
rimm,b2608,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,ribosome maturation factor RimM,0.6931471805599453,Soufi et al. 2015,BW25113,8.852855073459174e-05
rpsp,b2609,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,30S ribosomal subunit protein S16,0.6931471805599453,Soufi et al. 2015,BW25113,0.0017347568992398994
ffh,b2610,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,signal recognition particle protein component,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002455316912065896
ypjd,b2611,M9_glucose,poorly characterized,general function prediction only,R,cytochrome c assembly family protein,0.6931471805599453,Soufi et al. 2015,BW25113,3.559518379865775e-05
yfjd,b4461,M9_glucose,metabolism,inorganic ion transport and metabolism,P,putative inner membrane protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
grpe,b2614,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,nucleotide exchange factor GrpE,0.6931471805599453,Soufi et al. 2015,BW25113,0.0018758006557115544
nadk,b2615,M9_glucose,metabolism,nucleotide transport and metabolism,F,NAD kinase,0.6931471805599453,Soufi et al. 2015,BW25113,4.020362383170533e-05
yfjf,b2618,M9_glucose,cellular processes and signaling,defense mechanisms,V,putative component of the Rsx system,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
rata,b2619,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,ribosome association toxin RatA,0.6931471805599453,Soufi et al. 2015,BW25113,1.057724825056883e-05
smpb,b2620,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,SsrA-binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,1.5737427995530694e-05
inta,b2622,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,CP4-57 prophage; integrase IntA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
glah,b2659,M9_glucose,Not Assigned,Not Assigned,Not Assigned,glutarate hydroxylase GlaH,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
lhgd,b2660,M9_glucose,metabolism,carbohydrate transport and metabolism,G,L-2-hydroxyglutarate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005703031364429914
gabd,b2661,M9_glucose,metabolism,energy production and conversion,C,succinate-semialdehyde dehydrogenase (NADP+) GabD,0.6931471805599453,Soufi et al. 2015,BW25113,0.00042314355246176076
gabt,b2662,M9_glucose,metabolism,amino acid transport and metabolism,E,4-aminobutyrate aminotransferase GabT,0.6931471805599453,Soufi et al. 2015,BW25113,0.0003513233168366893
gabp,b2663,M9_glucose,metabolism,amino acid transport and metabolism,E,4-aminobutanoate:H+ symporter,0.6931471805599453,Soufi et al. 2015,BW25113,3.229966682676702e-06
kbp,b2665,M9_glucose,poorly characterized,function unknown,S,K+ binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005207742930954782
ygap,b2668,M9_glucose,metabolism,inorganic ion transport and metabolism,P,thiosulfate sulfurtransferase YgaP,0.6931471805599453,Soufi et al. 2015,BW25113,1.6838061748551646e-05
stpa,b2669,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor StpA with RNA chaperone activity,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004448090116275161
ygac,b2671,M9_glucose,Not Assigned,Not Assigned,Not Assigned,protein YgaC,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
ygam,b2672,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,DUF883 domain-containing protein YgaM,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
nrdi,b2674,M9_glucose,metabolism,nucleotide transport and metabolism,F,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
nrde,b2675,M9_glucose,metabolism,nucleotide transport and metabolism,F,ribonucleoside-diphosphate reductase 2 subunit &alpha;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002451605708562108
nrdf,b2676,M9_glucose,metabolism,nucleotide transport and metabolism,F,ribonucleoside-diphosphate reductase 2 subunit &beta;,0.6931471805599453,Soufi et al. 2015,BW25113,0.00016644701330987733
prov,b2677,M9_glucose,metabolism,amino acid transport and metabolism,E,glycine betaine ABC transporter ATP binding subunit ProV,0.6931471805599453,Soufi et al. 2015,BW25113,5.521616097461102e-05
prox,b2679,M9_glucose,metabolism,amino acid transport and metabolism,E,glycine betaine ABC transporter periplasmic binding protein ProX,0.6931471805599453,Soufi et al. 2015,BW25113,0.00037557865563525724
ygaz,b2682,M9_glucose,metabolism,amino acid transport and metabolism,E,"L-valine exporter, YgaZ component",0.6931471805599453,Soufi et al. 2015,BW25113,0.0
mpra,b2684,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor MprA,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010741230397426128
emra,b2685,M9_glucose,cellular processes and signaling,defense mechanisms,V,multidrug efflux pump membrane fusion protein EmrA,0.6931471805599453,Soufi et al. 2015,BW25113,6.882146340523858e-05
luxs,b2687,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,S-ribosylhomocysteine lyase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0037438798599287813
gsha,b2688,M9_glucose,metabolism,coenzyme transport and metabolism,H,glutamate&mdash;cysteine ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002675682632193488
yqab,b2690,M9_glucose,poorly characterized,general function prediction only,R,fructose-1-phosphate phosphatase YqaB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
csra,b2696,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,carbon storage regulator,0.6931471805599453,Soufi et al. 2015,BW25113,0.00016732576691027437
recx,b2698,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,RecA inhibitor RecX,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
reca,b2699,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA recombination/repair protein RecA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004903947012268432
pncc,b2700,M9_glucose,metabolism,coenzyme transport and metabolism,H,NMN aminohydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,5.632403910674008e-05
mltb,b2701,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,membrane-bound lytic murein transglycosylase B,0.6931471805599453,Soufi et al. 2015,BW25113,1.6813331384229383e-05
srlr,b2707,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor SrlR,0.6931471805599453,Soufi et al. 2015,BW25113,1.5294615673086836e-05
gutq,b2708,M9_glucose,metabolism,carbohydrate transport and metabolism,G,D-arabinose 5-phosphate isomerase GutQ,0.6931471805599453,Soufi et al. 2015,BW25113,2.0993987924875462e-05
norr,b2709,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator NorR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
norv,b2710,M9_glucose,metabolism,energy production and conversion,C,anaerobic nitric oxide reductase flavorubredoxin,0.6931471805599453,Soufi et al. 2015,BW25113,6.134442115879993e-07
hydn,b2713,M9_glucose,metabolism,energy production and conversion,C,putative electron transport protein HydN,0.6931471805599453,Soufi et al. 2015,BW25113,3.2120338437974607e-06
hypb,b2727,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,hydrogenase isoenzymes nickel incorporation protein HypB,0.6931471805599453,Soufi et al. 2015,BW25113,1.4581576844644972e-05
hype,b2730,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,"HypE-S-carboxamide // ""hydrogenase maturation protein, carbamoyl dehydratase""",0.6931471805599453,Soufi et al. 2015,BW25113,8.488046605609936e-06
muts,b2733,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA mismatch repair protein MutS,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011768111996263436
ygbi,b2735,M9_glucose,information storage and processing,transcription,K,putative DeoR-type DNA-binding transcriptional regulator YgbI,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
