gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac,go_terms,cog_desc
mlra,b2127,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional activator MlrA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005829; GO:0005515; GO:0003700; GO:0003677; GO:0006355,DNA-binding transcriptional regulator
osmf,b2131,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,glycine betaine ABC transporter periplasmic binding protein OsmF,0.6931471805599453,Soufi et al. 2015,BW25113,0.00027154800331860617,GO:0055085; GO:0043190; GO:0022857; GO:0005886; GO:0006865; GO:0071474; GO:0031460; GO:0030288; GO:0042597,predicted transporter subunit: periplasmic-binding component of ABC superfamily
bglx,b2132,M9_glucose,metabolism,carbohydrate transport and metabolism,G,"&beta;-D-glucoside glucohydrolase, periplasmic",0.6931471805599453,Soufi et al. 2015,BW25113,0.0002495122263443851,GO:0102483; GO:0016798; GO:0016787; GO:0015926; GO:0004553; GO:0005975; GO:0030288; GO:0042597; GO:0008152; GO:0008422,beta-glucosidase (EC:3.2.1.21)
dld,b2133,M9_glucose,metabolism,energy production and conversion,C,quinone-dependent D-lactate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00048629379187966254,GO:0003824; GO:0048038; GO:0071949; GO:0055085; GO:0005887; GO:0031234; GO:0022904; GO:0009061; GO:0055114; GO:0016491; GO:0016020; GO:0006089; GO:0016901; GO:0019516; GO:0005886; GO:0050660; GO:0009060; GO:0009055,D-lactate dehydrogenase (EC 1.1.1.28)
pbpg,b2134,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,peptidoglycan DD-endopeptidase PbpG,0.6931471805599453,Soufi et al. 2015,BW25113,1.547930383407367e-05,GO:0016787; GO:0009002; GO:0006508; GO:0030288; GO:0004175; GO:0043093; GO:0000270; GO:0042597; GO:0008360; GO:0071555; GO:0042493; GO:0009252,murein-DD-endopeptidase. Serine peptidase. MEROPS family S11
yohf,b2137,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative oxidoreductase YohF,0.6931471805599453,Soufi et al. 2015,BW25113,1.659509772876398e-05,GO:0005829; GO:0055114; GO:0016491,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain
cdd,b2143,M9_glucose,metabolism,nucleotide transport and metabolism,F,cytidine/deoxycytidine deaminase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001815007597013777,GO:0042802; GO:0016787; GO:0003824; GO:0046872; GO:0042803; GO:0047844; GO:0006217; GO:0009972; GO:0001884; GO:0005829; GO:0008270; GO:0004126; GO:0015949,cytidine deaminase (EC 3.5.4.5)
sana,b2144,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,DUF218 domain-containing protein SanA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0090549; GO:0030288; GO:0005887; GO:0016020; GO:0005886; GO:0016021; GO:0042493,vancomycin high temperature exclusion protein; mutants have a defective envelope more permeable to vancomycin at 42 degrees
mglc,b2148,M9_glucose,metabolism,carbohydrate transport and metabolism,G,D-galactose/methyl-galactoside ABC transporter membrane subunit,0.6931471805599453,Soufi et al. 2015,BW25113,9.140196162269073e-06,GO:0055085; GO:0022857; GO:0015765; GO:0015592; GO:0015757; GO:0005354; GO:0043190; GO:0005887; GO:0006974; GO:0005886; GO:0016021; GO:0016020; GO:0008643,galactose ABC transporter membrane protein/glucose ABC transporter membrane protein
mgla,b2149,M9_glucose,metabolism,carbohydrate transport and metabolism,G,D-galactose/methyl-galactoside ABC transporter ATP binding subunit,0.6931471805599453,Soufi et al. 2015,BW25113,3.738034426326428e-06,GO:0015592; GO:0015765; GO:0043190; GO:0016020; GO:0008643; GO:0043211; GO:0016887; GO:0006974; GO:0015757; GO:0005354; GO:0005886; GO:0005524; GO:0000166; GO:0015407,galactose ABC transporter ATP-binding protein/glucose ABC transporter ATP-binding protein
mglb,b2150,M9_glucose,metabolism,carbohydrate transport and metabolism,G,D-galactose/methyl-galactoside ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,5.9069213447821985e-05,GO:0005534; GO:0005536; GO:0015757; GO:0015765; GO:0005515; GO:0030288; GO:0046872; GO:0042597; GO:0008643; GO:0006935,galactose-binding protein/glucose-binding protein
fole,b2153,M9_glucose,metabolism,coenzyme transport and metabolism,H,GTP cyclohydrolase 1,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006816903168833498,GO:0006729; GO:0005829; GO:0016787; GO:0008152; GO:0003824; GO:0000166; GO:0046872; GO:0046654; GO:0035998; GO:0005525; GO:0008270; GO:0008616; GO:0006730; GO:0005737; GO:0003934,GTP cyclohydrolase I (EC 3.5.4.16)
yeig,b2154,M9_glucose,cellular processes and signaling,defense mechanisms,V,S-formylglutathione hydrolase / S-lactoylglutathione hydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00019431372891435313,GO:0005829; GO:0032991; GO:0042802; GO:0051289; GO:0052689; GO:0016787; GO:0004416; GO:0019243; GO:0046294; GO:0018738,S-formylglutathione hydrolase
cira,b2155,M9_glucose,metabolism,inorganic ion transport and metabolism,P,EG10155-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.008593658887802558,GO:0042931; GO:0042930; GO:0033214; GO:0031230; GO:0015685; GO:0015344; GO:0005623; GO:0044718; GO:0043213; GO:0055072; GO:0016020; GO:0006811; GO:0016021; GO:0015343; GO:0042912; GO:0038023; GO:0009279,catecholate siderophore receptor CirA
yeie,b2157,M9_glucose,information storage and processing,transcription,K,LysR-type transcriptional regulator YeiE,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005829; GO:0003700; GO:0006355; GO:0003677; GO:0006351,predicted DNA-binding transcriptional regulator
yeih,b2158,M9_glucose,poorly characterized,function unknown,S,PF03601 family inner membrane protein YeiH,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005886; GO:0016021; GO:0016020,"inner membrane protein, UPF0324 family"
nfo,b2159,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,endonuclease IV,0.6931471805599453,Soufi et al. 2015,BW25113,0.00014214981736670887,GO:0090305; GO:0008081; GO:0006284; GO:0003906; GO:0005829; GO:0016787; GO:0006974; GO:0006281; GO:0004518; GO:0008270; GO:0003677; GO:0000726; GO:0046872; GO:0004519; GO:0008833,Endonuclease IV (EC 3.1.21.-)
frua,b2167,M9_glucose,metabolism,carbohydrate transport and metabolism,G,fructose-specific PTS multiphosphoryl transfer protein FruA,0.6931471805599453,Soufi et al. 2015,BW25113,5.420367178280247e-05,GO:1902600; GO:0015755; GO:0034219; GO:0022877; GO:0005351; GO:0090582; GO:0005887; GO:0032445; GO:0016310; GO:0005886; GO:0016740; GO:0016301; GO:0016021; GO:0016020; GO:0008982; GO:0008643; GO:0009401,"PTS system D-fructose-specific IIB component (F1P-forming), Frc family (TC 4.A.2.1.1)/PTS system D-fructose-specific IIC component (F1P-forming), Frc family (TC 4.A.2.1.1)"
fruk,b2168,M9_glucose,metabolism,carbohydrate transport and metabolism,G,1-phosphofructokinase,0.6931471805599453,Soufi et al. 2015,BW25113,5.145997034388138e-05,GO:0008443; GO:0042803; GO:0046835; GO:0005829; GO:0016773; GO:0016740; GO:0016301; GO:0005975; GO:0016310; GO:0005524; GO:0000166; GO:0006001; GO:0008662,fructose-1-phosphate kinase (EC 2.7.1.56)
frub,b2169,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"FruB - his299 phosphorylated // ""fructose-specific PTS multiphosphoryl transfer protein FruB""",0.6931471805599453,Soufi et al. 2015,BW25113,7.535359390183655e-05,GO:0005886; GO:0019897; GO:0032445; GO:0022877; GO:0016310; GO:0016740; GO:0016301; GO:0008643; GO:0005737; GO:0009401,"PTS system D-fructose-specific IIA component (F1P-forming), Frc family (TC 4.A.2.1.1)/Phosphocarrier protein HPr"
yeip,b2171,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,elongation factor P family protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001661346768900882,GO:0005829; GO:0043043; GO:0006414; GO:0005737; GO:0003746,elongation factor P-like protein
yeiq,b2172,M9_glucose,metabolism,carbohydrate transport and metabolism,G,"putative dehydrogenase, NAD-dependent",0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005829; GO:0019594; GO:0050662; GO:0003824; GO:0055114; GO:0016491,"predicted dehydrogenase, NAD-dependent"
yeir,b2173,M9_glucose,poorly characterized,general function prediction only,R,zinc-binding GTPase YeiR,0.6931471805599453,Soufi et al. 2015,BW25113,1.644469588458017e-05,GO:0016787; GO:0046872; GO:0005525; GO:0000166; GO:0005829; GO:0008270; GO:0003924,predicted enzyme
lpxt,b2174,M9_glucose,metabolism,lipid transport and metabolism,I,Kdo2-lipid A phosphotransferase,0.6931471805599453,Soufi et al. 2015,BW25113,1.8259122740626747e-05,GO:0009245; GO:0005887; GO:0016740; GO:0009103; GO:0005886; GO:0050380; GO:0043165; GO:0016776; GO:0016021; GO:0016020,lipid-A kinase
meps,b2175,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005515; GO:0071555; GO:0045227; GO:0009254; GO:0000270; GO:0016020; GO:0016787; GO:0008234; GO:0008233; GO:0006508; GO:0009279; GO:0004175,spr peptidase. Cysteine peptidase. MEROPS family C40
pden,b2176,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,putative c-di-GMP phosphodiesterase PdeN,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0016787; GO:0005887; GO:0005829; GO:0030288; GO:0071111; GO:0005886; GO:0016021; GO:0016020,"resistance protein for phages lambda and N4, when overexpressed"
yeja,b2177,M9_glucose,metabolism,amino acid transport and metabolism,E,putative oligopeptide ABC transporter periplasmic binding protein YejA,0.6931471805599453,Soufi et al. 2015,BW25113,8.178973383974425e-06,GO:1904680; GO:0043190; GO:0006857; GO:0055085; GO:0030288; GO:0042884,"microcin C transporter YejABEF, periplasmic binding protein; ABC family"
yejf,b2180,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative oligopeptide ABC transporter ATP binding subunit YejF,0.6931471805599453,Soufi et al. 2015,BW25113,6.001558148271705e-06,GO:0055085; GO:0035673; GO:0022857; GO:0005515; GO:0035672; GO:0005886; GO:0015833; GO:0016887; GO:0005524; GO:0000166; GO:0043190; GO:0042884; GO:0042626,"microcin C transporter, ATP-binding subunit; ABC family"
yejg,b2181,M9_glucose,Not Assigned,Not Assigned,Not Assigned,protein YejG,0.6931471805599453,Soufi et al. 2015,BW25113,1.1394328425642366e-05,GO:0005515,Not Assigned
radd,b2184,M9_glucose,information storage and processing,transcription,K,putative DNA repair helicase RadD,0.6931471805599453,Soufi et al. 2015,BW25113,2.700117360593119e-06,GO:0032508; GO:0003723; GO:0003678; GO:0008270; GO:0005515; GO:0003697; GO:0016887; GO:0006974; GO:0006281; GO:0004386; GO:0000166; GO:0009411; GO:0042493; GO:0006302; GO:0010212; GO:0005829; GO:0006412; GO:0051301; GO:0016787; GO:0005524; GO:0003677,predicted ATP-dependent DNA or RNA helicase
rply,b2185,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L25,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007222183036353504,GO:0000027; GO:0009314; GO:0017148; GO:0005829; GO:0008097; GO:0006412; GO:0003735; GO:0022625; GO:0019843; GO:0005840; GO:0003723,LSU ribosomal protein L25P
yejk,b2186,M9_glucose,poorly characterized,function unknown,S,nucleoid-associated protein YejK,0.6931471805599453,Soufi et al. 2015,BW25113,0.00020617233751658715,GO:0005829; GO:0003727; GO:0003690; GO:0005515; GO:0043590; GO:0042802; GO:0009295; GO:0005737,nucleotide associated protein
yejm,b2188,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,putative cardiolipin transport protein YejM,0.6931471805599453,Soufi et al. 2015,BW25113,1.3939431682075851e-05,GO:0030288; GO:0005887; GO:0055088; GO:0008484; GO:0003824; GO:0005886; GO:0016021; GO:0016020,"predicted hydrolase, inner membrane"
narp,b2193,M9_glucose,information storage and processing,transcription,K,"Phosphorylated DNA-binding transcriptional dual regulator NarP // ""DNA-binding transcriptional dual regulator NarP""",0.6931471805599453,Soufi et al. 2015,BW25113,2.3224718430007718e-05,GO:0042128; GO:0005829; GO:0006355; GO:0005524; GO:0003677; GO:0000166; GO:0000160,"two component transcriptional regulator, LuxR family"
ccmh,b2194,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,holocytochrome c synthetase - thiol:disulfide oxidoreductase CcmH,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0018378; GO:0055114; GO:0015035; GO:0031237; GO:0005515; GO:0005886; GO:0046872; GO:0016021; GO:0016020; GO:0017004,"heme lyase, CcmH subunit"
ccmg,b2195,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,holocytochrome c synthetase - thiol:disulfide oxidoreductase CcmG,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005623; GO:0005515; GO:0005887; GO:0031237; GO:0055114; GO:0045454; GO:0016491; GO:0015036; GO:0005886; GO:0030288; GO:0016021; GO:0016020; GO:0017004,periplasmic thioredoxin of cytochrome c-type biogenesis
napa,b2206,M9_glucose,metabolism,energy production and conversion,C,periplasmic nitrate reductase subunit NapA,0.6931471805599453,Soufi et al. 2015,BW25113,1.3011374241517256e-06,GO:0022900; GO:0009055; GO:0006777; GO:0005506; GO:0043546; GO:0050140; GO:0051536; GO:0046872; GO:0016491; GO:0009061; GO:0005515; GO:0055114; GO:0042128; GO:0030288; GO:0051539; GO:0042597; GO:0030151; GO:0008940,periplasmic nitrate reductase subunit NapA apoprotein
eco,b2209,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,serine protease inhibitor ecotin,0.6931471805599453,Soufi et al. 2015,BW25113,2.8579946463526576e-05,GO:0010951; GO:0042803; GO:0030414; GO:0030288; GO:0005515; GO:0010466; GO:0042597; GO:0004867,"ecotin, a serine protease inhibitor"
mqo,b2210,M9_glucose,metabolism,carbohydrate transport and metabolism,G,EG12069-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,5.562731871585531e-05,GO:0005737; GO:0005829; GO:0050660; GO:0009898; GO:0016491; GO:0052589; GO:0055114; GO:0008924; GO:0006099,"malate dehydrogenase, FAD/NAD(P)-binding domain"
yoji,b2211,M9_glucose,metabolism,inorganic ion transport and metabolism,P,ABC transporter family protein / microcin J25 efflux protein,0.6931471805599453,Soufi et al. 2015,BW25113,4.965061723757279e-05,GO:0055085; GO:0043190; GO:0042626; GO:0015833; GO:0016887; GO:0042884; GO:0005886; GO:0046677; GO:0016021; GO:0016020; GO:1904680; GO:0005524; GO:0000166,"Microcin J25 efflux pump, TolC-dependent; fused ABC transporter permease and ATP-binding components"
ompc,b2215,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,outer membrane porin C,0.6931471805599453,Soufi et al. 2015,BW25113,0.005856127476008166,GO:0034220; GO:0120010; GO:0015914; GO:0046872; GO:0016021; GO:0016020; GO:0009279; GO:0005515; GO:0006974; GO:0045203; GO:0015288; GO:0046930; GO:0006811,outer membrane porin protein C
rcsd,b2216,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"RcsD-N-phospho-L-histidine // ""RcsD phosphotransferase""",0.6931471805599453,Soufi et al. 2015,BW25113,0.00014503647460837202,GO:0005886; GO:0046777; GO:0023014; GO:0016774; GO:0004673; GO:0000155; GO:0005515; GO:0016740; GO:0016301; GO:0016021; GO:0016020; GO:0005524; GO:0000166; GO:0016310; GO:0009927; GO:0005887; GO:0018106; GO:0000160,phosphotransfer intermediate protein in two-component regulatory system with RcsBC
rcsb,b2217,M9_glucose,information storage and processing,transcription,K,"Pasp56 RcsB // ""DNA-binding transcriptional activator RcsB""",0.6931471805599453,Soufi et al. 2015,BW25113,0.00028604511341180904,GO:0005829; GO:0046677; GO:0044011; GO:0031346; GO:0005515; GO:0045893; GO:0045892; GO:0001216; GO:0001217; GO:0006355; GO:0003677; GO:0000160; GO:0006351,"two component transcriptional regulator, LuxR family"
rcsc,b2218,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"RcsC-phospho-L-aspartate // ""RcsC-N-phospho-L-histidine"" // ""histidine kinase RcsC""",0.6931471805599453,Soufi et al. 2015,BW25113,3.326611950405556e-05,GO:0005886; GO:0005887; GO:0023014; GO:0018106; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0016020; GO:0007165; GO:0006355; GO:0005524; GO:0004673; GO:0000166; GO:0046777; GO:0044010; GO:0071470; GO:0016021; GO:0000160; GO:0000155,hybrid sensory kinase in two-component regulatory system with RcsB and YojN
gyra,b2231,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA gyrase subunit A,0.6931471805599453,Soufi et al. 2015,BW25113,0.0014245210541685728,GO:0009330; GO:0006261; GO:0034335; GO:0016853; GO:0003916; GO:0006265; GO:0006259; GO:0005694; GO:0005829; GO:0042802; GO:0005515; GO:0000166; GO:0042493; GO:0008094; GO:0046677; GO:0005524; GO:0003677; GO:0003918; GO:0006351; GO:0005737,DNA gyrase subunit A (EC 5.99.1.3)
ubig,b2232,M9_glucose,metabolism,coenzyme transport and metabolism,H,bifunctional 3-demethylubiquinone-8 3-O-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00017031151446389843,GO:0061542; GO:0005737; GO:0110142; GO:0099119; GO:1901611; GO:0042538; GO:0009898; GO:0005515; GO:0016740; GO:0008168; GO:0008425; GO:0005829; GO:0032259; GO:0008689; GO:0043431; GO:0006744,3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64)
nrda,b2234,M9_glucose,metabolism,nucleotide transport and metabolism,F,ribonucleoside-diphosphate reductase 1 subunit &alpha;,0.6931471805599453,Soufi et al. 2015,BW25113,0.000695196724662093,GO:0042802; GO:0005515; GO:0005829; GO:0016491; GO:0008152; GO:0003824; GO:0000166; GO:0042803; GO:0009263; GO:0055114; GO:0006260; GO:0005971; GO:0005524; GO:0004748; GO:0015949,ribonucleoside-diphosphate reductase class Ia alpha subunit (EC 1.17.4.1)
nrdb,b2235,M9_glucose,metabolism,nucleotide transport and metabolism,F,ribonucleoside-diphosphate reductase 1 subunit &beta;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0003395962895699261,GO:0005515; GO:0046872; GO:0005737; GO:0042803; GO:0042802; GO:0009263; GO:0005971; GO:0055114; GO:0005829; GO:0016491; GO:0006260; GO:0005506; GO:0004748; GO:0015949,ribonucleoside-diphosphate reductase class Ia beta subunit (EC 1.17.4.1)
inaa,b2237,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative lipopolysaccharide kinase InaA,0.6931471805599453,Soufi et al. 2015,BW25113,1.3146754921220728e-06,GO:0005829,Not Assigned
glpq,b2239,M9_glucose,metabolism,lipid transport and metabolism,I,glycerophosphoryl diester phosphodiesterase GlpQ,0.6931471805599453,Soufi et al. 2015,BW25113,5.69941404851395e-06,GO:0005509; GO:0042802; GO:0008081; GO:0006629; GO:0046872; GO:0042597; GO:0016787; GO:0008889; GO:0006071,periplasmic glycerophosphodiester phosphodiesterase
glpt,b2240,M9_glucose,metabolism,carbohydrate transport and metabolism,G,GLPT-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0022857; GO:0035435; GO:0055085; GO:0015169; GO:0005886; GO:0016021; GO:0016020; GO:0006071; GO:0015527; GO:0015315; GO:0015794; GO:0015793; GO:0006810,sn-glycerol-3-phosphate transporter
glpa,b2241,M9_glucose,metabolism,energy production and conversion,C,anaerobic glycerol-3-phosphate dehydrogenase subunit A,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0052590; GO:0005829; GO:0046168; GO:0009061; GO:0005515; GO:0019563; GO:0050660; GO:0046174; GO:0010181; GO:0009331; GO:0006072; GO:0052591; GO:0055114; GO:0005886; GO:0016491; GO:0016020; GO:0004368,glycerol 3-phosphate dehydrogenase (quinone) subunit A (EC 1.1.5.3)
yfau,b2245,M9_glucose,metabolism,carbohydrate transport and metabolism,G,2-keto-3-deoxy-L-rhamnonate aldolase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0000287; GO:0106099; GO:0042802; GO:0034214; GO:0005829; GO:0046872; GO:0016829; GO:0003824; GO:0005515; GO:0005737; GO:0016151; GO:0016832; GO:0006725,"2,4-dihydroxyhept-2-enedioate aldolase (EC 4.1.2.-)"
rhmd,b2247,M9_glucose,poorly characterized,general function prediction only,R,L-rhamnonate dehydratase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0000287; GO:0042802; GO:0005829; GO:0016829; GO:0009063; GO:0046872; GO:0050032,L-rhamnonate dehydratase (EC 4.2.1.90)
yfay,b2249,M9_glucose,poorly characterized,general function prediction only,R,IPR008135 CinA family protein YfaY,0.6931471805599453,Soufi et al. 2015,BW25113,0.000155179536640097,GO:0005829,conserved protein
yfaz,b2250,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative porin YfaZ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0016020; GO:0009279,Not Assigned
pmrd,b2259,M9_glucose,Not Assigned,Not Assigned,Not Assigned,signal transduction protein PmrD,0.6931471805599453,Soufi et al. 2015,BW25113,9.848090695605163e-06,GO:0005829; GO:0046677,Not Assigned
menc,b2261,M9_glucose,metabolism,coenzyme transport and metabolism,H,O-SUCCINYLBENZOATE-COA-SYN-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005829; GO:0016829; GO:0000287; GO:0046872; GO:0016836; GO:0009234,O-succinylbenzoate synthase (EC 4.2.1.113)
menb,b2262,M9_glucose,metabolism,coenzyme transport and metabolism,H,"1,4-dihydroxy-2-naphthoyl-CoA synthase",0.6931471805599453,Soufi et al. 2015,BW25113,0.00019694830264071255,GO:0005829; GO:0016829; GO:0003824; GO:0071890; GO:0005515; GO:0009234; GO:0008935,"1,4-Dihydroxy-2-naphthoyl-CoA synthase (EC 4.1.3.36)"
mend,b2264,M9_glucose,metabolism,coenzyme transport and metabolism,H,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0030145; GO:0042803; GO:0000287; GO:0016740; GO:0003824; GO:0046872; GO:0070204; GO:0030976; GO:0019142; GO:0009234,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (EC 2.2.1.9)
menf,b2265,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,isochorismate synthase MenF,0.6931471805599453,Soufi et al. 2015,BW25113,3.005312530230176e-06,GO:0046872; GO:0005829; GO:0016853; GO:0009058; GO:0000287; GO:0008909; GO:0009234,isochorismate synthase (EC 5.4.4.2)
elab,b2266,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,tail-anchored inner membrane protein ElaB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004909567625519187,GO:0043022; GO:0005515; GO:0033554; GO:0005887; GO:0005829; GO:0016021; GO:0016020; GO:0005886; GO:0006974,conserved protein
elaa,b2267,M9_glucose,poorly characterized,general function prediction only,R,putative N-acetyltransferase ElaA,0.6931471805599453,Soufi et al. 2015,BW25113,4.189979940610715e-05,GO:0008080; GO:0016747; GO:0005829,predicted acyltransferase with acyl-CoA N-acyltransferase domain
rbn,b2268,M9_glucose,poorly characterized,"translation, ribosomal structure and biogenesis",S,ribonuclease BN,0.6931471805599453,Soufi et al. 2015,BW25113,2.629275137023705e-06,GO:0005887; GO:0005886; GO:0016021; GO:0016020,tRNA-processing RNAse BN (EC 3.1.-.-)
yfbm,b2272,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF1877 domain-containing protein YfbM,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005829,Not Assigned
nuom,b2277,M9_glucose,metabolism,energy production and conversion,C,NADH:quinone oxidoreductase subunit M,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0055114; GO:0048038; GO:0016021; GO:0016020; GO:0042773; GO:0015990; GO:0048039; GO:0030964; GO:0005886; GO:0045272; GO:0005887; GO:0008137; GO:0009060,NADH dehydrogenase subunit M (EC 1.6.5.3)
nuol,b2278,M9_glucose,metabolism,inorganic ion transport and metabolism,P,NADH:quinone oxidoreductase subunit L,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0016021; GO:0016020; GO:0055114; GO:0042773; GO:0015990; GO:0030964; GO:0005886; GO:0045272; GO:0048038; GO:0005887; GO:0008137,NADH dehydrogenase subunit L (EC 1.6.5.3)
nuoi,b2281,M9_glucose,metabolism,energy production and conversion,C,NADH:quinone oxidoreductase subunit I,0.6931471805599453,Soufi et al. 2015,BW25113,2.933171161045269e-05,GO:0050136; GO:0005506; GO:0055114; GO:0051536; GO:0016020; GO:0016651; GO:0030964; GO:0005886; GO:0045272; GO:0048038; GO:0046872; GO:0051539; GO:0009060,NADH dehydrogenase subunit I (EC 1.6.5.3)
nuog,b2283,M9_glucose,metabolism,energy production and conversion,C,NADH:quinone oxidoreductase subunit G,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007522092772631054,GO:0005737; GO:0043546; GO:0005515; GO:0055114; GO:0051536; GO:0016020; GO:0042773; GO:0016651; GO:0009055; GO:0005886; GO:0030964; GO:0045272; GO:0048038; GO:0046872; GO:0016491; GO:0051537; GO:0008137; GO:0051539; GO:0009060,NADH dehydrogenase subunit G (EC 1.6.5.3)
nuof,b2284,M9_glucose,metabolism,energy production and conversion,C,NADH:quinone oxidoreductase subunit F,0.6931471805599453,Soufi et al. 2015,BW25113,0.00022659494271858353,GO:0045333; GO:0055114; GO:0051536; GO:0016651; GO:0030964; GO:0005886; GO:0045272; GO:0048038; GO:0046872; GO:0010181; GO:0051287; GO:0051539; GO:0008137; GO:0009060,NADH dehydrogenase subunit F (EC 1.6.5.3)
lrha,b2289,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator LrhA,0.6931471805599453,Soufi et al. 2015,BW25113,5.69207572986915e-06,GO:0045893; GO:0045892; GO:0000986; GO:0005829; GO:0003677; GO:0003700; GO:0006355; GO:0043565; GO:0006351,"DNA-binding transcriptional repressor of flagellar, motility and chemotaxis genes"
alaa,b2290,M9_glucose,metabolism,amino acid transport and metabolism,E,glutamate&mdash;pyruvate aminotransferase AlaA,0.6931471805599453,Soufi et al. 2015,BW25113,4.8762202216768854e-05,GO:0005829; GO:0016740; GO:0009058; GO:0003824; GO:0006523; GO:0042803; GO:0030170; GO:0030632; GO:0008483; GO:0006974; GO:0046677; GO:0019272; GO:0004021; GO:0005737,predicted aminotransferase
yfbr,b2291,M9_glucose,poorly characterized,general function prediction only,R,dCMP phosphohydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,1.5202522744567257e-05,GO:0016791; GO:0002953; GO:0016311; GO:0010139; GO:0042802; GO:0046872; GO:0016787; GO:0050897; GO:0005737; GO:0000166; GO:0006226,5'-nucleotidase
